Rank	Dataset	cut-off	confidence	sequence number	group number	min alignment length	max proportion	fasta filename	classification filename
species	Phyllactinia	0.996	0.7498	148	50	50	0.1173	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Suillellus	0.952	0.9355	54	11	50	0.4259	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Physconia	0.986	0.8234	173	16	50	0.3722	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Basidiodendron	0.956	0.7955	30	15	50	0.1935	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sarcoscypha	0.987	0.8114	41	13	50	0.2424	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Trapeliopsis	0.972	0.8732	51	14	50	0.3273	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Clitopilus	0.988	0.6925	118	31	50	0.1806	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Antrodiella	0.984	0.9512	85	16	50	0.2214	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dioszegia	0.984	0.8041	83	22	50	0.2391	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Septoria	0.994	0.8316	122	51	50	0.0524	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Polyozellus	0.972	0.8587	89	23	50	0.1319	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Corollospora	0.954	0.9038	79	11	50	0.5949	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Picipes	0.962	0.8185	57	10	50	0.4925	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sporormiella	0.981	0.8821	93	13	50	0.3679	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lyomyces	0.972	0.8564	93	14	50	0.2252	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Absidia	0.946	0.8805	143	32	50	0.2188	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Niesslia	0.982	0.7423	71	20	50	0.191	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ogataea	0.981	0.9212	79	35	50	0.1262	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Anthracocystis	0.99	0.897	44	27	50	0.0741	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Mycosphaerella	0.982	0.9461	221	37	50	0.2773	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Genea	0.948	0.859	128	25	50	0.1333	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Antrodia	0.981	0.8844	206	35	50	0.1435	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phialophora	0.913	0.9451	106	12	50	0.4118	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cyanosporus	0.984	0.8095	54	12	50	0.1503	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Rhodosporidiobolus	0.986	0.8211	110	11	50	0.3182	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Variospora	0.982	0.693	51	10	50	0.2353	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gaeumannomyces	0.954	0.8024	78	11	50	0.6038	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tropicoporus	0.989	0.788	83	14	50	0.6941	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phaeosphaeriopsis	0.974	0.9304	48	17	50	0.2917	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Canoparmelia	0.943	0.7878	37	10	50	0.3784	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Peniophorella	0.984	0.9398	157	10	50	0.4211	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Myrmecridium	0.96	0.7043	57	15	50	0.614	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hemimycena	0.924	0.9371	35	14	50	0.2	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cyphellophora	0.984	0.925	127	24	50	0.131	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Toxicocladosporium	0.986	0.8818	32	15	50	0.3438	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gyroporus	0.947	0.7151	64	16	50	0.3333	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lipomyces	0.978	0.807	46	19	50	0.2264	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Oudemansiella	0.958	0.844	82	11	50	0.5854	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lachnellula	0.989	0.7363	39	15	50	0.1538	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Butyriboletus	0.991	0.8936	114	23	50	0.1136	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Elaphomyces	0.985	0.8734	79	33	50	0.1684	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gerronema	0.989	0.841	49	11	50	0.3019	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gloeocystidiellum	0.968	0.9261	36	10	50	0.1905	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Bolbitius	0.983	0.8352	56	14	50	0.45	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Nakazawaea	0.977	0.8593	54	12	50	0.3846	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ambrosiella	0.976	0.9445	52	10	50	0.3333	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Valsa	0.99	0.8222	51	11	50	0.2462	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hydnotrya	0.975	0.9901	53	10	50	0.5094	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Wickerhamiella	0.974	0.9273	95	31	50	0.3579	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Scytinostroma	0.943	0.9165	65	23	50	0.2424	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Coleosporium	0.977	0.9491	55	10	50	0.3692	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lecidella	0.947	0.7051	123	17	50	0.3701	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pulveroboletus	0.964	0.8306	32	10	50	0.1667	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tubulicrinis	0.961	0.9833	40	14	50	0.3265	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Taphrina	0.983	0.7618	69	23	50	0.2762	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Xerocomellus	0.972	0.891	131	12	50	0.1628	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Geoglossum	0.967	0.7049	53	23	50	0.1698	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tarzetta	0.948	0.8229	30	13	50	0.3182	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phlebiopsis	0.986	0.8808	105	13	50	0.2987	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hyphoderma	0.964	0.8299	211	36	50	0.2752	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Verruconis	0.955	0.9855	46	10	50	0.7447	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Raffaelea	0.984	0.9259	36	20	50	0.1351	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gymnoascus	0.982	0.9059	37	13	50	0.4595	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Neoantrodia	0.986	0.7361	102	11	50	0.6505	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sarcogyne	0.943	0.8243	48	20	50	0.1429	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Polyblastia	0.971	0.8295	65	27	50	0.1538	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ophiognomonia	0.984	0.9147	113	34	50	0.1328	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Piptocephalis	0.916	0.8672	32	15	50	0.1562	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lepraria	0.97	0.8645	192	41	50	0.1263	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lentaria	0.962	0.9287	43	10	50	0.2326	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Postia	0.973	0.9431	127	19	50	0.1382	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pannaria	0.983	0.8523	42	21	50	0.1667	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Chrysomyxa	0.982	0.7328	88	19	50	0.1196	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Psoroma	0.976	0.722	38	15	50	0.3684	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Septoriella	0.985	0.755	58	20	50	0.2381	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Rutstroemia	0.985	0.8565	45	13	50	0.1455	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Scheffersomyces	0.984	0.8309	80	12	50	0.2417	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Octaviania	0.981	0.9232	48	21	50	0.1633	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Scolecobasidium	0.963	0.874	86	32	50	0.2018	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Blastobotrys	0.981	0.9679	97	18	50	0.578	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Melanelixia	0.989	0.9149	100	11	50	0.2248	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Micarea	0.961	0.9112	99	51	50	0.0808	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Diversispora	0.987	0.5953	58	13	50	0.1667	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pyxine	0.965	0.8266	39	19	50	0.1628	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Aureoboletus	0.986	0.952	64	25	50	0.1406	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Macrolepiota	0.99	0.8929	109	16	50	0.1914	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Xylographa	0.973	0.8819	64	19	50	0.1094	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gomphidius	0.961	0.9805	64	10	50	0.2969	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hypochnicium	0.958	0.9239	50	15	50	0.1379	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Multifurca	0.991	0.9203	38	10	50	0.2895	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Gyalolechia	0.979	0.7585	71	19	50	0.1928	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Roccella	0.972	0.8503	194	25	50	0.2293	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Camarosporidiella	0.996	0.7589	30	17	50	0.129	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Protoparmelia	0.977	0.8087	59	19	50	0.1695	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lasallia	0.972	0.9489	34	10	50	0.2353	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Junghuhnia	0.97	0.9614	160	14	50	0.4641	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Leptographium	0.978	0.826	83	24	50	0.2069	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hypoderma	0.974	0.803	37	14	50	0.5	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Graphilbum	0.986	0.92	40	16	50	0.25	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Ascosphaera	0.986	0.9002	46	15	50	0.4035	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Blastenia	0.975	0.9287	103	10	50	0.466	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Helicogloea	0.968	1.0	34	19	50	0.1471	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cercophora	0.957	0.8941	59	16	50	0.3729	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hymenogaster	0.975	0.7859	91	17	50	0.2701	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Haploporus	0.961	0.831	36	14	50	0.25	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Passalora	0.988	0.9038	31	21	50	0.1875	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hydnophlebia	0.976	0.9317	33	11	50	0.2727	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Abrothallus	0.986	0.8679	37	23	50	0.1282	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dendrostoma	0.991	0.8326	46	18	50	0.3333	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Podospora	0.955	0.8831	93	36	50	0.1905	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dictyonema	0.965	0.9217	68	14	50	0.3088	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Chaenothecopsis	0.95	0.8975	44	29	50	0.1591	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Neodevriesia	0.988	0.878	44	27	50	0.087	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Thelonectria	0.97	0.684	81	16	50	0.2556	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Leucopaxillus	0.965	0.8875	54	15	50	0.3793	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hyalorbilia	0.912	0.8012	61	25	50	0.1803	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Nannizziopsis	0.959	0.9141	35	12	50	0.2857	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Calonectria	0.993	0.7347	78	12	50	0.2674	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Geopora	0.968	0.7533	110	14	50	0.2544	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Polycauliona	0.981	0.9717	65	16	50	0.494	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Naucoria	0.983	0.7139	75	12	50	0.1684	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Suhomyces	0.926	0.9385	64	26	50	0.2188	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sporisorium	0.993	0.8693	123	43	50	0.2761	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Sugiyamaella	0.982	0.9621	46	26	50	0.1277	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Coleophoma	0.987	0.9091	49	11	50	0.5273	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Austroboletus	0.945	0.8624	56	16	50	0.1364	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Nephromopsis	0.953	0.944	53	13	50	0.5283	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Saturnispora	0.953	0.9273	33	16	50	0.25	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Teratosphaeria	0.979	0.9389	221	51	50	0.1986	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Fuscidea	0.949	0.9785	31	12	50	0.2812	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Glutinoglossum	0.975	0.6775	31	13	50	0.1875	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Tubeufia	0.995	0.8356	45	24	50	0.125	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Yamadazyma	0.983	0.8313	71	22	50	0.16	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Paramycosphaerella	0.983	0.9218	50	11	50	0.75	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Zopfiella	0.959	0.8841	37	16	50	0.2632	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dactylella	0.989	0.8731	31	19	50	0.129	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dufourea	0.981	0.8735	41	15	50	0.1667	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Macalpinomyces	0.99	0.9325	46	25	50	0.1522	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Saccharata	0.988	0.9852	35	17	50	0.4	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cladia	0.979	0.6738	97	13	50	0.2759	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Hirsutella	0.982	0.8697	105	32	50	0.2315	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Niebla	0.99	0.6304	37	16	50	0.1667	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Subulicystidium	0.966	0.6678	89	15	50	0.2165	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Teunomyces	0.7	0.9347	30	11	50	0.3	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pseudocyphellaria	0.991	0.767	101	43	50	0.112	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Capronia	0.974	0.9367	30	18	50	0.1667	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Seirophora	0.975	0.8385	38	10	50	0.5263	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Protoblastenia	0.939	0.792	39	10	50	0.1795	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Pachyphlodes	0.966	0.9074	75	12	50	0.23	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Plagiostoma	0.995	0.7913	64	29	50	0.1389	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Derxomyces	0.972	0.9911	64	31	50	0.1406	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dermoloma	0.976	0.8609	42	11	50	0.25	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dermatocarpon	0.979	0.6204	117	24	50	0.2269	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Dirina	0.962	0.9172	132	25	50	0.1364	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Anzia	0.964	0.8305	35	13	50	0.3077	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Oropogon	0.972	0.8954	46	15	50	0.1304	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Kondoa	0.986	0.8916	43	15	50	0.2326	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Celoporthe	0.996	0.7345	35	10	50	0.2	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Septobasidium	0.982	0.9298	38	31	50	0.0526	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lobariella	0.971	0.8596	51	20	50	0.1509	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Solenopsora	0.965	0.9032	63	10	50	0.5079	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Glomus	0.962	0.8422	79	13	50	0.2911	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Stephanospora	0.974	0.8771	64	14	50	0.1692	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Phyllopsora	0.913	0.8122	112	44	50	0.0714	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lamprospora	0.941	0.9149	33	13	50	0.1515	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Balsamia	0.951	0.9207	37	13	50	0.2162	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Cerinomyces	0.972	0.8294	102	28	50	0.1569	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Melanconiella	0.978	0.8966	37	16	50	0.1622	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	Lopadostoma	0.981	0.8337	33	11	50	0.1818	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
species	All	0.988	0.8358	14601	8180	50	0.0132	unite2024ITS1.unique.species.fasta	unite2024ITS1.unique.species.classification
genus	Cortinariaceae	0.961	0.3822	2619	16	50	0.3818	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Russulaceae	0.955	0.5269	3189	12	50	0.3136	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Nectriaceae	0.986	0.2267	5957	77	50	0.1679	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Gymnoascaceae	0.925	0.5941	229	11	50	0.4323	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Aspergillaceae	0.929	0.5929	2392	24	50	0.4181	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Mortierellaceae	0.964	0.5598	1661	11	50	0.602	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pleosporaceae	0.991	0.7247	5117	27	50	0.1954	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Cordycipitaceae	0.983	0.6083	3495	27	50	0.2861	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Bionectriaceae	0.984	0.5632	3185	51	50	0.314	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Ramalinaceae	0.966	0.517	1323	37	50	0.3802	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Peniophoraceae	0.885	0.7575	934	13	50	0.5846	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Dothideomycetes_fam_Incertae_sedis	0.883	0.9073	579	39	50	0.4646	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Sporocadaceae	0.99	0.4	2380	36	50	0.4202	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Erysiphaceae	0.962	0.8231	2526	27	50	0.3959	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Diaporthaceae	0.902	0.6358	1672	13	50	0.5981	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Hymenochaetaceae	0.965	0.5881	3860	43	50	0.1912	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Trichocomaceae	0.949	0.8735	1421	10	50	0.7037	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pyronemataceae	0.951	0.6336	5716	59	50	0.1749	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Boletaceae	0.97	0.5286	4402	88	50	0.1851	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Hymenogastraceae	0.972	0.5296	4141	12	50	0.2415	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pezizaceae	0.823	0.6012	3544	50	50	0.2822	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pichiaceae	0.723	0.913	1503	12	50	0.6653	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Leptosphaeriaceae	0.941	0.5043	801	17	50	0.5069	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Microascaceae	0.984	0.6742	1886	23	50	0.2344	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Lyophyllaceae	0.978	0.6868	1682	22	50	0.3882	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Ustilaginaceae	0.991	0.5081	1016	17	50	0.3169	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Helotiales_fam_Incertae_sedis	0.984	0.5618	2887	60	50	0.2283	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Mycosphaerellaceae	0.987	0.4669	4263	126	50	0.2346	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Didymellaceae	0.992	0.4903	4575	42	50	0.2186	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Trichosporonaceae	0.962	0.7476	1218	10	50	0.3924	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Steccherinaceae	0.963	0.6535	808	23	50	0.3342	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Pezizellaceae	0.968	0.4605	935	21	50	0.5305	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Rhytismataceae	0.947	0.6282	769	25	50	0.6138	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Clavicipitaceae	0.984	0.6507	2409	42	50	0.4151	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Irpicaceae	0.989	0.5521	1143	17	50	0.3316	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Hypoxylaceae	0.973	0.5713	2336	15	50	0.4281	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Discinellaceae	0.937	0.7838	1063	12	50	0.7074	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Mycenaceae	0.894	0.7212	1873	13	50	0.5339	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Hypocreaceae	0.972	0.7067	1942	22	50	0.5149	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Hydnaceae	0.962	0.6514	2885	11	50	0.3466	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Agaricales_fam_Incertae_sedis	0.973	0.5599	3728	78	50	0.169	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Entolomataceae	0.961	0.683	2342	15	50	0.427	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
genus	Psathyrellaceae	0.97	0.619	3616	16	50	0.2765	unite2024ITS1.unique.genus.fasta	unite2024ITS1.unique.genus.classification
